FRAUD,PPSN,SCHEME_CODE,LOCATION_CODE,PAY_TYPE,REG_DATE,START_DATE,BIRTH_DATE,AGE_YEARS,OCC_CODE,MEANS_FROM_EMP,DELAY,WEEKLY_RATE,PAID_TO_DATE,SEX,MARITAL_STATUS,NO_DEP,FUEL_AMOUNT,APPOINTMENT_STATUS,BOOK_NUMBER,CARER_ID,PHOTO_VERIFIED,OPEN_CREDIT_LINES,DRIVING_STATUS,FREE_TRAVEL,EMPLOYER_NO,IBAN,MED_ASSESSMENT,MED_CONDITION_SATISFIED,MORT_OUTSTANDING,PAY_LOCATION_CODE,PREF_LANG,PHONE_NO,PRIORITY_CLAIM
1,6068632J,F1,S5,Supplement,21/07/2010,27/07/2010,17/03/1989,27,M,2700,32,190,44270,Male,S,4,80,Due,46367,0,0,4,Active,0,32864676,DACC256049827347,3,0,0,S5,1,3.54E+11,1
0,5326281W,F1,A5,Exceptional,05/06/2012,15/06/2012,18/07/1976,40,SS,35500,20,130,17550,Male,D,4,80,Missed,43203,0,0,3,Active,0,41801622,CACD172986818556,4,0,0,A5,1,3.54E+11,0
1,4131288C,F1,X5,Supplement,04/05/2009,16/05/2009,05/01/1983,34,SS,4500,34,160,47200,Male,S,2,60,Due,17324,0,0,5,Active,0,49621639,AACC851894299570,3,0,139073,X5,1,3.54E+11,0
0,0952494T,H2,J3,Basic,29/06/2011,15/07/2011,08/07/1973,43,M,25300,15,170,31110,Female,S,3,70,Due,36237,0,0,6,None,0,56843050,BDDB498125063267,1,1,138568,J3,1,3.54E+11,0
1,1601026F,F1,E1,Basic,22/04/2008,25/04/2008,12/08/1983,33,M,12200,32,210,73290,Female,S,3,70,Up-to-Date,18110,0,1,3,Active,0,75717521,CCAA392862992626,3,0,154881,E1,1,3.54E+11,0
0,0944163PP,F1,M5,Basic,23/03/2013,29/03/2013,18/10/1965,51,SS,35100,6,180,16740,Female,S,3,70,Up-to-Date,38430,0,0,8,Active,0,54013639,DBDA856138834340,2,0,173837,Z1,1,3.54E+11,0
0,9818128R,H1,M4,Basic,12/03/2002,31/03/2002,14/01/1971,45,M,25500,9,160,106240,Female,M,0,60,Up-to-Date,25199,0,1,6,Active,0,1779639,ABAA718737048612,3,0,188491,B1,1,3.54E+11,0
0,0196104H,F1,O1,Supplement,19/07/2004,21/07/2004,25/11/1995,21,S,40200,22,80,43680,Male,D,2,60,Due,14356,0,1,8,None,0,73076060,DCDC661009924825,3,0,0,O1,1,3.54E+11,0
1,1372713DH,F1,G4,Exceptional,20/05/2008,09/06/2008,25/07/1976,40,M,6600,31,200,68800,Female,S,5,90,Missed,25233,0,1,5,Active,0,50096611,CABC147217050135,2,0,144922,G4,1,3.54E+11,0
1,6887107C,F1,L5,Basic,08/08/2001,20/08/2001,24/05/1968,48,SS,10700,17,180,125640,Male,M,3,90,Missed,39672,0,1,6,Active,0,36066148,CBAB993621777154,2,0,129561,L5,1,3.54E+11,0
1,7442129T,F1,Y5,Supplement,07/07/2011,13/07/2011,19/08/1995,21,M,8100,43,210,38430,Male,S,5,90,Up-to-Date,33965,0,1,6,Active,0,58995516,DDCB454523888367,4,0,142345,Y5,1,3.54E+11,0
1,6439313A,H1,F2,Supplement,07/09/2002,23/09/2002,31/07/1964,52,M,6600,42,200,128400,Female,D,3,70,Due,21705,0,0,6,None,0,85065159,DCBC880512129482,1,0,107938,F2,1,3.54E+11,0
0,6814032J,H2,C2,Exceptional,07/02/2011,17/02/2011,14/07/1994,22,M,23200,19,180,36360,Male,S,4,80,Missed,20209,0,1,9,None,1,54625139,ABCA342727909768,1,1,71383,C2,1,3.54E+11,0
1,3404667W,F1,G5,Supplement,23/06/2011,05/07/2011,18/04/1989,27,S,21300,42,100,18400,Female,D,3,70,Up-to-Date,19810,0,1,8,Active,0,33644535,BAAB463503079794,3,0,137248,G5,1,3.54E+11,1
0,2261008S,F1,E3,Exceptional,11/01/2008,20/01/2008,29/04/1967,49,S,37200,13,100,36200,Male,D,5,90,Up-to-Date,27488,0,1,4,None,0,24015787,ACDB726498661436,3,0,145004,E3,1,3.54E+11,1
1,7278474RP,H1,G3,Basic,17/04/2006,29/04/2006,27/03/1997,19,M,5100,22,170,77010,Male,S,4,80,Up-to-Date,18226,0,1,6,Active,0,83510879,DCAA345199504405,4,0,0,G3,1,3.54E+11,0
0,9641102D,H1,J2,Basic,23/09/1997,06/10/1997,26/12/1976,40,M,16400,5,160,144000,Female,S,2,60,Missed,35359,0,1,5,None,0,4869289,AACA129104413850,2,0,0,J2,1,3.54E+11,1
1,1813357R,H1,K1,Supplement,22/08/2007,01/09/2007,17/05/1987,29,SS,18600,26,190,73150,Male,S,4,80,Missed,22118,0,1,6,Active,1,66874044,DBCA351057869273,3,0,124939,B5,1,3.54E+11,0
0,4446981F,H1,F1,Exceptional,20/05/2004,29/05/2004,23/07/1983,33,M,4000,12,170,94010,Female,M,2,80,Due,41587,0,0,6,Active,0,19726493,DCDC518232159799,1,0,0,F1,1,3.54E+11,0
0,7087764T,F1,B2,Urgent,07/09/2008,26/09/2008,22/09/1979,37,M,22000,17,190,62510,Male,D,2,60,Due,29968,0,1,7,Active,0,78963984,ACAA575235327007,1,0,0,C4,1,3.54E+11,1
0,1888595K,F1,F3,Basic,18/01/2013,21/01/2013,22/08/1991,25,M,18000,17,150,15300,Female,S,0,40,Up-to-Date,19501,0,1,3,Active,0,21792474,DDDB344986760417,3,0,0,F3,1,3.54E+11,1
1,0627195S,H1,I1,Basic,17/10/2010,04/11/2010,22/11/1986,30,M,2800,45,210,46200,Female,D,6,100,Due,49460,43067,0,9,Active,1,50073648,DCCA794884028740,2,0,134864,I1,1,3.54E+11,0
1,0696074R,H1,L4,Basic,24/05/2009,12/06/2009,17/11/1992,24,M,6900,30,190,55290,Female,D,4,80,Up-to-Date,20256,0,0,4,None,0,96704724,BCBA962184048302,3,0,0,L4,1,3.54E+11,0
0,8799654X,F1,S4,Basic,12/04/2011,19/04/2011,27/01/1997,19,S,37400,24,80,15520,Male,S,3,70,Up-to-Date,29593,0,1,4,None,0,26276684,ACDD482258490363,4,0,141721,S4,1,3.54E+11,0
1,7251113Q,F1,V3,Basic,14/10/2010,29/10/2010,08/04/1994,22,M,900,33,160,35360,Male,S,5,90,Up-to-Date,21930,0,1,8,None,0,28877284,BDBC937416619642,1,0,0,V3,1,3.54E+11,0
1,4482145I,H1,I2,Basic,04/05/2005,07/05/2005,18/10/1992,24,S,15200,13,90,45360,Male,D,5,90,Up-to-Date,10141,16458,1,5,None,1,45604148,CDCB292181995038,1,0,109537,I2,1,3.54E+11,0
1,6506180J,F1,F3,Basic,25/10/2008,11/11/2008,15/06/1982,34,M,11200,19,180,58140,Female,S,3,70,Up-to-Date,37155,0,1,4,Active,0,71735806,BDAD478603273151,2,0,0,F3,1,3.54E+11,0
1,8065096B,F1,H5,Supplement,18/03/2012,30/03/2012,14/10/1980,36,S,18300,29,110,15950,Female,S,3,70,Up-to-Date,11087,0,1,6,Active,0,95378400,DCAB027956099499,4,0,0,H5,2,3.54E+11,0
1,8731621W,F1,B5,Exceptional,09/06/2001,13/06/2001,23/02/1986,30,S,20700,40,120,84840,Female,S,5,90,Due,45815,0,1,5,Active,0,31911223,BCBD965902560783,1,0,0,B5,1,3.54E+11,0
0,7355792C,G1,W5,Basic,12/07/2011,18/07/2011,18/10/1979,37,SS,35200,25,200,36400,Male,M,1,70,Up-to-Date,47160,0,1,5,Active,0,23648638,DBBB573200198019,3,0,93108,W5,1,3.54E+11,0
0,0128178J,F1,D3,Urgent,21/03/1995,31/03/1995,22/04/1970,46,S,45000,11,110,113080,Female,S,2,60,Missed,10423,0,0,5,Active,0,22248578,ADBC257250679831,2,0,0,D3,1,3.54E+11,0
0,6108955D,H1,I4,Urgent,25/06/2011,03/07/2011,03/09/1953,63,SS,28700,4,170,31280,Female,D,1,50,Up-to-Date,33518,0,0,7,Active,1,12966774,CBDD250329744246,1,0,0,I4,1,3.54E+11,0
1,6606788I,F1,G1,Supplement,08/08/1997,13/08/1997,17/10/1975,41,S,18600,31,110,99770,Female,D,3,70,Due,36210,0,1,5,Suspended,0,33386071,CDBC873406399180,4,0,162833,G1,1,3.54E+11,0
0,0993160WI,F1,Y1,Supplement,12/05/1999,02/06/1999,22/02/1992,24,SS,31200,19,200,162600,Female,D,2,60,Up-to-Date,22574,0,1,6,Active,0,31598917,AAAB663071847298,2,0,0,V2,1,3.54E+11,0
0,5320321Q,H2,A1,Basic,19/06/2010,20/06/2010,01/05/1963,53,SS,35500,4,130,30940,Male,D,1,50,Up-to-Date,18613,32802,1,4,Active,1,80649784,ADAB142514641348,1,1,0,A1,1,3.54E+11,0
1,2938891C,F1,J2,Supplement,22/04/2013,06/05/2013,20/09/1977,39,M,4200,19,180,15840,Female,D,3,70,Up-to-Date,34798,0,0,3,Active,0,99486589,BAAD577702313851,3,0,0,J2,1,3.54E+11,0
0,1655110K,F1,S1,Urgent,30/10/2012,17/11/2012,07/12/1970,46,M,26400,19,190,21660,Female,M,2,80,Due,46904,0,1,3,Active,0,42153641,ACBA947769398315,2,0,0,S1,1,3.54E+11,0
1,1421915N,F1,I4,Basic,10/05/2009,11/05/2009,26/02/1997,19,M,13200,34,180,53100,Female,S,5,90,Missed,42396,0,1,5,Active,0,4781876,DABC307294968700,2,0,0,I4,1,3.54E+11,0
0,5442550R,G1,U2,Urgent,19/04/2010,06/05/2010,21/11/1979,37,S,38200,26,80,19520,Male,M,4,100,Due,20072,0,0,6,Active,0,80785183,DCDD677774617567,2,0,0,U2,1,3.54E+11,1
1,5519856D,H2,J2,Basic,03/11/2008,12/11/2008,20/06/1985,31,SS,5700,22,180,58140,Female,D,8,120,Missed,49028,0,1,2,None,0,48280749,CBAB629803296214,1,1,138728,J2,1,3.54E+11,0
0,5096474M,H1,P4,Supplement,28/08/2003,09/09/2003,13/10/1973,43,M,25400,19,200,118400,Female,D,2,60,Up-to-Date,16601,0,1,5,Active,1,73490715,CDDB991274137018,1,0,0,P4,1,3.54E+11,0
1,9036504M,H1,P3,Basic,18/03/2007,30/03/2007,09/12/1990,26,SS,19000,14,160,64800,Female,S,5,90,Due,26004,0,0,8,Active,0,71437127,BCAD684864551944,2,0,0,P3,1,3.54E+11,0
1,2355461U,H1,B1,Exceptional,28/09/2008,30/09/2008,22/08/1969,47,M,6900,36,160,52640,Female,M,4,100,Due,29618,0,1,3,None,1,55105837,ADBD843369646796,3,0,0,B1,1,3.54E+11,0
0,5584345M,H2,F3,Basic,12/08/2010,21/08/2010,31/01/1994,22,SS,29800,17,180,41400,Male,S,0,40,Up-to-Date,13634,0,1,5,Active,1,71872140,CACD519752398169,1,0,0,F3,1,3.54E+11,0
1,6097830U,H1,Q2,Basic,21/05/2006,05/06/2006,19/01/1971,45,M,5300,31,150,67200,Male,S,4,80,Due,27008,0,1,2,Active,0,46289479,DBAB917876156887,2,0,0,Q2,1,3.54E+11,0
0,1793994B,F1,Z5,Basic,05/03/2011,24/03/2011,11/01/1994,22,S,39300,19,100,19700,Female,M,3,90,Up-to-Date,17286,0,1,4,None,0,48178538,CBDA781949223936,3,0,0,O3,1,3.54E+11,0
0,3360622E,H2,Q1,Urgent,13/06/2012,27/06/2012,29/04/1965,51,S,46300,26,80,10640,Male,S,2,60,Up-to-Date,48648,0,1,4,None,0,13193658,BACD852428221121,1,1,153266,Q1,1,3.54E+11,0
1,2969002L,F1,C1,Supplement,09/06/2010,21/06/2010,21/01/1977,39,M,5400,30,180,42840,Male,D,3,70,Missed,18107,0,0,5,Active,0,24358779,BCCC309129992860,4,0,167620,C1,1,3.54E+11,0
0,4406119I,F1,J1,Exceptional,26/03/2003,14/04/2003,08/12/1966,50,SS,31600,25,170,103870,Male,D,2,60,Due,30186,0,1,0,None,0,36459936,BADB176573102359,4,0,0,J1,1,3.54E+11,1
1,2408160Y,F1,D3,Basic,19/10/2012,01/11/2012,28/06/1985,31,M,500,25,200,23400,Female,D,5,90,Due,32818,0,0,0,None,0,72485913,BDDC207645251170,4,0,128915,D3,1,3.54E+11,0
0,9987685W,H2,O4,Exceptional,25/08/2007,14/09/2007,27/05/1975,41,SS,34300,16,140,53620,Female,S,2,60,Due,43060,0,1,6,Active,0,96550333,BBAC528631401974,1,1,0,O4,1,3.54E+11,0
1,4706507C,F1,G2,Basic,08/12/2008,24/12/2008,01/08/1976,40,S,16900,12,110,34870,Female,S,3,70,Up-to-Date,21796,0,0,7,Active,0,32754837,DDDD131219341841,3,0,0,G2,1,3.54E+11,0
0,5172808B,F1,S5,Basic,02/06/2007,18/06/2007,25/09/1968,48,M,26700,11,180,70920,Female,M,1,70,Up-to-Date,15551,0,1,1,None,1,71663297,BDDB247586520257,3,0,0,D4,1,3.54E+11,0
1,3499580X,F1,S4,Supplement,11/07/2010,25/07/2010,05/09/1970,46,S,24500,22,80,18640,Female,D,3,70,Up-to-Date,19631,0,1,6,Active,0,56582029,DCBC898045148158,2,0,0,S4,1,3.54E+11,0
0,7726913Q,H1,M2,Basic,23/08/2012,25/08/2012,02/04/1975,41,S,41900,14,80,10000,Female,S,2,60,Missed,40267,0,1,7,Active,0,60651954,DADD517416065647,4,0,169172,M2,1,3.54E+11,0
1,2092080H,F1,T5,Supplement,13/04/2009,02/05/2009,25/04/1968,48,S,20100,35,90,26730,Female,D,5,90,Due,33559,0,0,6,None,1,3410727,BDAD453600331610,2,0,0,T5,1,3.54E+11,0
0,6128769HD,H2,Q2,Urgent,15/06/2013,26/06/2013,10/06/1952,64,M,21600,20,210,17010,Male,D,1,50,Due,35286,0,1,3,None,0,97880157,DCDC808666418368,1,1,0,Q2,1,3.54E+11,1
0,4897103GQ,H2,I5,Supplement,03/07/2006,21/07/2006,01/12/1980,36,P,48700,12,100,44200,Female,S,1,50,Up-to-Date,48156,0,1,2,Suspended,0,60223248,DDDC672389550970,1,1,196326,K3,1,3.54E+11,0
1,5141692A,H2,E3,Basic,12/02/2011,15/02/2011,10/07/1982,34,S,15900,57,80,16240,Male,S,3,70,Due,12154,0,1,4,Active,1,23282730,CCBB965585565533,1,1,0,E3,1,3.54E+11,0
1,0360397C,F1,W5,Basic,14/12/2013,21/12/2013,21/07/1982,34,SS,20500,23,140,8120,Female,S,4,80,Up-to-Date,10777,0,1,5,Active,0,53850774,BCDB813835030699,1,0,191260,W5,1,3.54E+11,0
1,2704005N,F1,T3,Basic,11/02/2008,19/02/2008,19/10/1982,34,M,21800,40,150,53700,Female,M,4,100,Missed,46835,0,1,5,Active,0,61063031,CAAC355483673028,1,0,0,T3,1,3.54E+11,0
0,0301097B,F1,F5,Exceptional,05/07/2011,21/07/2011,16/12/1955,61,M,24300,17,160,29120,Female,M,6,120,Up-to-Date,21461,0,1,6,Active,0,11217899,DCDB938853588261,1,0,0,F5,1,3.54E+11,0
0,8718382I,H1,O3,Basic,28/03/2010,03/04/2010,26/06/1977,39,SS,29000,3,190,47120,Male,M,4,100,Due,14610,0,1,6,None,0,13067209,ACBB068405495166,2,0,0,O3,1,3.54E+11,0
0,6740139I,F1,D4,Exceptional,04/02/2003,17/02/2003,09/08/1987,29,M,16600,25,220,135960,Male,M,3,90,Due,40112,0,0,3,Active,0,22393601,ABAA151937495559,3,0,119147,D4,1,3.54E+11,0
0,6847473T,F1,H4,Basic,11/09/1999,14/09/1999,26/08/1958,58,P,48700,7,90,71910,Male,S,1,50,Up-to-Date,46009,0,0,4,Active,0,51973803,DCCA547037765922,4,1,0,H4,1,3.54E+11,0
0,1907070WU,H1,K4,Basic,20/06/2011,07/07/2011,27/07/1963,53,S,38400,16,120,22080,Male,S,2,60,Up-to-Date,45051,0,0,5,Active,0,82187295,BBDB703663012526,2,0,0,K4,1,3.54E+11,0
1,0393941S,H1,M3,Basic,12/01/2012,20/01/2012,16/03/1968,48,SS,20400,28,180,27720,Male,S,3,70,Missed,36529,0,1,8,Active,0,79794028,BADB009652674076,1,0,0,L1,1,3.54E+11,0
1,8080801T,H1,L3,Basic,24/05/2013,09/06/2013,11/07/1992,24,SS,14500,11,130,10920,Female,D,4,80,Up-to-Date,41176,0,1,4,Active,0,35655147,BBCA321663669811,2,0,175682,L3,1,3.54E+11,1
1,0669670Q,F1,M3,Supplement,24/08/2008,13/09/2008,25/01/1968,48,M,3800,33,160,52960,Female,D,5,90,Due,20009,35647,1,6,None,1,188086,AABC382584371760,2,0,96289,M3,1,3.54E+11,0
1,0624622B,F1,D1,Basic,04/08/2008,11/08/2008,12/06/1970,46,M,4700,24,160,53600,Male,D,4,80,Up-to-Date,34239,0,0,5,Active,1,70602699,ADCD344793035198,1,0,209143,D1,1,3.54E+11,0
0,6765394D,H2,O3,Urgent,14/10/2010,25/10/2010,27/05/1985,31,SS,34700,22,200,44200,Male,M,1,70,Due,11266,0,0,3,Active,1,74669416,ABDA758694878613,1,1,0,O3,1,3.54E+11,0
1,0709021A,H1,X2,Basic,01/06/2009,19/06/2009,14/05/1996,20,M,3700,14,150,43500,Female,S,5,90,Up-to-Date,48576,0,0,6,Active,0,81641994,ACBA227853803628,3,0,0,X2,1,3.54E+11,0
1,7357293Z,F1,Q5,Basic,14/08/2001,31/08/2001,16/12/1997,19,S,23000,12,110,76560,Female,S,3,70,Missed,21792,23539,0,5,Active,1,28241050,DDDD664735340155,2,0,120714,O2,1,3.54E+11,0
0,4565387M,F1,I1,Urgent,19/08/2002,31/08/2002,04/04/1978,38,M,17800,15,170,109480,Female,D,6,100,Up-to-Date,43860,0,1,3,Active,0,82964225,CDDC492991209192,2,0,185018,I1,1,3.54E+11,0
0,6986506Z,F1,J1,Supplement,04/02/2010,06/02/2010,23/07/1991,25,P,47600,17,100,25600,Female,S,4,80,Up-to-Date,30024,33656,0,3,Active,1,41993864,CCBC313348885034,3,0,112736,V3,1,3.54E+11,1
1,8100775S,H1,H3,Basic,02/04/2012,03/04/2012,03/08/1956,60,M,3600,43,180,25920,Female,S,3,70,Missed,18552,0,1,7,Active,0,98587543,BDBA771069119226,3,1,150221,H3,1,3.54E+11,0
1,3535343N,F1,Y1,Basic,17/05/2013,29/05/2013,31/08/1971,45,M,7400,6,160,13600,Male,S,5,90,Up-to-Date,23377,0,1,7,Active,0,33198858,BDDA424380916030,2,0,0,Y1,1,3.54E+11,0
1,8045995H,F1,D2,Supplement,20/12/2007,09/01/2008,26/05/1985,31,SS,22600,28,170,61880,Male,S,4,80,Due,42948,0,0,5,Active,0,89396114,BCDD902789706142,2,0,0,D2,1,3.54E+11,0
1,0498740P,F1,G3,Basic,21/08/2011,09/09/2011,18/03/1979,37,SS,13800,25,160,28160,Female,D,4,80,Due,12722,0,1,8,Active,0,31870715,DBAC036851270932,1,0,0,G3,1,3.54E+11,0
1,0778570A,H2,N2,Supplement,04/02/2011,16/02/2011,19/06/1984,32,M,12900,33,190,38570,Female,S,5,90,Up-to-Date,21580,0,1,2,None,0,23940858,DCBC474381853163,1,0,0,N2,1,3.54E+11,0
1,8660245V,H1,F3,Supplement,02/05/2009,08/05/2009,19/12/1976,40,P,31000,32,60,17760,Female,S,8,120,Up-to-Date,12704,0,1,6,Active,0,47738646,ABDC508873109499,4,0,0,F3,1,3.54E+11,0
1,8732818U,F1,B4,Basic,06/10/2012,22/10/2012,19/11/1970,46,SS,15300,43,140,16520,Female,M,3,90,Up-to-Date,29269,0,0,8,Active,0,93286008,BCCB372169992705,1,0,0,B4,1,3.54E+11,0
0,3600341B,F1,P3,Basic,03/04/2006,13/04/2006,14/08/1967,49,SS,29500,11,170,77350,Male,D,3,70,Up-to-Date,49544,0,0,6,None,0,79561120,BDCD113346476096,3,0,238340,P3,1,3.54E+11,0
0,9416933M,H1,W2,Urgent,21/08/2005,05/09/2005,18/11/1990,26,P,48500,16,80,39040,Female,S,4,80,Due,29701,0,0,5,Active,0,78300330,BBBA385101670927,3,0,0,W2,1,3.54E+11,0
1,6947183T,F1,S2,Basic,20/10/2009,25/10/2009,12/05/1980,36,SS,14200,13,180,49140,Male,S,5,90,Due,30602,0,1,2,Active,0,46367708,CDAB889759482332,1,0,176278,S2,1,3.54E+11,0
1,9001410B,F1,V3,Basic,29/09/2008,13/10/2008,16/10/1975,41,M,1300,43,160,52320,Female,D,3,70,Up-to-Date,45714,0,1,6,Active,0,54401158,CCAC694927504238,2,0,0,V3,1,3.54E+11,0
0,9947042M,H2,Z4,Basic,07/09/2011,14/09/2011,07/10/1976,40,SS,28600,36,180,31500,Female,D,2,60,Up-to-Date,13314,0,1,5,Active,0,24300044,BADA679929921091,1,1,0,Z4,1,3.54E+11,0
0,2689573E,F1,B1,Supplement,25/05/1995,14/06/1995,29/09/1958,58,SS,36000,28,190,193610,Female,M,5,110,Due,15373,0,1,6,None,0,90083765,BAAD534747108893,1,0,194301,B1,1,3.54E+11,0
0,0377123Q,G1,I1,Urgent,15/04/2006,02/05/2006,28/04/1993,23,M,20200,5,160,72480,Male,M,4,100,Up-to-Date,32925,0,1,7,None,0,22871691,BBAD605054733460,2,0,67949,I1,1,3.54E+11,0
0,9251490Y,H1,N5,Exceptional,07/03/2011,10/03/2011,17/09/1975,41,S,42400,33,90,17910,Male,M,1,70,Up-to-Date,30357,0,1,8,Active,0,26033662,BACC447062832914,2,0,0,D4,1,3.54E+11,0
1,3676612D,F1,P1,Basic,16/01/2007,19/01/2007,18/06/1974,42,SS,13100,22,140,57960,Female,S,4,80,Due,29113,0,0,7,None,0,78341183,BCDC915653132166,3,0,195826,P1,1,3.54E+11,0
1,0244760L,F1,C4,Basic,17/06/2012,07/07/2012,19/04/1969,47,M,4000,19,220,29040,Male,S,4,80,Missed,27651,0,1,4,Active,0,67272005,BDDD739903677791,2,0,0,C4,1,3.54E+11,0
1,1981634U,H2,J2,Basic,25/06/2007,12/07/2007,10/09/1980,36,M,6000,18,210,82110,Male,S,3,70,Up-to-Date,30756,0,1,5,Active,0,4536729,CCAA163219291800,1,1,0,J2,1,3.54E+11,0
0,5756190X,G1,J4,Basic,30/05/1998,18/06/1998,17/09/1998,18,SS,32100,14,140,120680,Female,M,3,90,Up-to-Date,29661,0,0,6,Active,0,12028581,CDDC332382206969,2,0,163734,J4,1,3.54E+11,0
0,4934940H,H1,D5,Urgent,02/07/2011,16/07/2011,19/04/1993,23,S,37100,12,90,16470,Male,M,3,90,Up-to-Date,38189,0,1,4,Active,0,60664701,BCDC170120315716,3,0,141132,D5,1,3.54E+11,0
1,6988952I,F1,U3,Basic,25/05/2012,02/06/2012,26/12/1967,49,S,22200,23,120,16440,Female,S,2,60,Due,47275,0,1,5,Active,0,89852423,DBDD254267712669,2,0,115814,U3,1,3.54E+11,0
0,0548110T,F1,X4,Exceptional,19/11/2007,07/12/2007,24/10/1994,22,M,26400,15,180,66960,Female,D,3,70,Up-to-Date,22255,0,0,6,Active,1,69919017,DBCC729054808980,3,0,0,X4,1,3.54E+11,1
0,7867785U,G1,D3,Urgent,21/06/2003,04/07/2003,31/10/1994,22,M,23200,12,180,108000,Male,M,3,90,Up-to-Date,23425,0,0,5,Active,0,46192518,CACD248654480884,3,1,243981,D3,1,3.54E+11,0
0,3305917B,H2,Q2,Basic,04/07/2002,06/07/2002,03/07/1961,55,S,44000,5,100,65200,Female,D,1,50,Due,15742,0,1,4,Active,0,40486500,ABCC718296023136,1,1,0,Q2,1,3.54E+11,0
1,4020531C,F1,S4,Basic,17/09/2003,19/09/2003,28/10/1975,41,M,5400,23,160,94400,Male,S,8,120,Missed,27553,0,1,7,Active,0,7780352,CCDC812689465202,4,0,0,S4,1,3.54E+11,0
1,7722205E,H2,R5,Supplement,25/07/2008,03/08/2008,11/02/1991,25,M,13800,41,160,53760,Male,S,5,90,Missed,49098,0,1,5,None,0,14651940,ACCD142306530615,1,1,188484,R5,1,3.54E+11,0
0,7051503N,F1,O4,Basic,18/04/2004,22/04/2004,20/09/1975,41,SS,34400,10,150,83700,Female,S,1,50,Due,31786,0,1,7,Active,0,44694906,BDAB040753035376,3,0,0,O4,2,3.54E+11,0
1,5887028J,H1,G2,Basic,18/12/2005,29/12/2005,21/04/1972,44,SS,13300,19,170,80410,Female,M,2,80,Due,45159,0,1,5,Active,0,25654869,ACBC624806296651,2,0,181178,G2,1,3.54E+11,0
0,2158497D,F1,K5,Supplement,04/08/2004,20/08/2004,29/03/1983,33,M,21500,25,170,92140,Female,M,3,90,Up-to-Date,35584,0,0,4,Active,0,41138287,DADA707335203498,3,0,187822,K5,1,3.54E+11,0
1,4150130D,F1,W1,Basic,13/11/2008,26/11/2008,14/08/1962,54,M,500,27,200,64200,Male,M,3,90,Due,29786,0,1,7,None,1,86973645,CDBB561970305332,3,0,0,W1,1,3.54E+11,0
0,5328961HQ,H1,X2,Urgent,10/08/2008,26/08/2008,29/05/1975,41,S,41600,12,80,26640,Female,D,2,60,Up-to-Date,32253,0,1,7,Active,0,87866867,CADD218366536051,3,0,0,U1,1,3.54E+11,0
0,4811522E,G1,K3,Supplement,09/03/2007,27/03/2007,12/10/1970,46,P,46600,15,80,32400,Male,D,3,70,Due,48179,0,1,4,Active,0,93582282,BADA481852221159,3,0,0,H3,1,3.54E+11,0
1,0673673G,F1,U1,Basic,15/09/2009,19/09/2009,26/08/1992,24,SS,18800,27,130,36140,Female,M,4,100,Missed,48452,0,1,3,Active,0,10239612,ACDA363779562891,1,0,0,U1,1,3.54E+11,1
1,7617023F,F1,W2,Basic,07/05/2012,22/05/2012,13/08/1985,31,M,8800,13,200,27600,Female,D,5,90,Due,18497,0,1,8,Active,0,49685544,CCBD742743097348,4,0,0,W2,1,3.54E+11,0
0,2133196K,H2,S1,Exceptional,13/06/2006,18/06/2006,17/07/1992,24,S,39100,15,80,35680,Female,S,5,90,Up-to-Date,39067,13222,0,6,None,1,8529865,ADDD035044722635,1,0,0,S1,1,3.54E+11,1
1,0953234M,F1,F3,Exceptional,31/03/2013,07/04/2013,17/07/1988,28,M,600,19,190,17480,Male,M,4,100,Due,42629,0,1,7,Active,0,46428384,ADAD489185162019,3,0,0,F3,1,3.54E+11,0
0,8998535XQ,H1,Z1,Exceptional,06/03/2010,19/03/2010,22/07/1982,34,SS,33300,24,140,35000,Female,D,4,80,Due,32564,0,1,8,Active,0,4063439,CDBD205060361779,2,0,0,Z1,1,3.54E+11,0
0,0282975T,H1,T1,Supplement,14/05/2010,31/05/2010,22/02/1983,33,S,38100,7,100,24000,Male,M,4,100,Missed,35262,0,1,5,Active,0,66841356,CBDA910447809646,2,0,0,T1,1,3.54E+11,0
1,9583200E,H1,U2,Basic,09/07/2006,14/07/2006,23/12/1989,27,S,26400,23,120,53160,Male,S,6,100,Up-to-Date,14094,0,1,8,Active,0,82140826,ACDC458146761270,4,0,0,U2,1,3.54E+11,0
1,8913392I,F1,C2,Basic,06/02/2006,24/02/2006,09/03/1968,48,M,7900,31,200,92200,Male,S,2,60,Due,38946,0,1,3,Suspended,0,72895765,ACCA384779879347,2,0,0,C2,1,3.54E+11,0
1,9376460Y,F1,J1,Basic,09/04/2009,23/04/2009,01/07/1980,36,SS,11300,11,130,38740,Female,S,4,80,Missed,15717,0,0,5,Active,0,20157739,AADC363293943880,3,0,143554,J1,1,3.54E+11,0
0,2562848U,F1,A5,Basic,02/02/2001,16/02/2001,28/08/1972,44,S,44700,11,90,65070,Female,D,2,60,Up-to-Date,27896,0,0,6,Active,0,23836951,ADAD270169959836,3,0,0,F5,1,3.54E+11,0
0,1606303Q,F1,W3,Urgent,26/10/2002,29/10/2002,27/10/1989,27,S,42500,7,90,57330,Male,D,5,90,Up-to-Date,19662,34764,1,9,None,1,17274398,BCAB943697649530,1,0,0,W3,1,3.54E+11,0
